                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    393,                0.01347,                0.02122,                0.21455,                0.88422,                0.80959,                0.84382,                0.86516,                0.78279,                0.80401,                0.83796,                0.85865,                0.69516,                0.01296,                 0.0224,                0.33395,                0.94569,               0.016737,               0.016737,               0.016737
                    394,                0.01328,                0.02063,                0.20551,                0.88168,                0.81931,                0.80521,                0.86341,                0.78162,                0.81682,                0.80068,                0.85761,                0.69304,                0.01301,                0.02244,                 0.3392,                0.94637,               0.016718,               0.016718,               0.016718
                    395,                0.01331,                0.02088,                0.20981,                0.88253,                0.82949,                0.80634,                0.86096,                0.77993,                0.82536,                0.80161,                0.85742,                 0.6924,                0.01299,                0.02201,                0.34068,                0.94902,                 0.0167,                 0.0167,                 0.0167
                    396,                0.01338,                0.02084,                0.20946,                0.87744,                0.81295,                0.80919,                0.85344,                0.77335,                0.80399,                  0.801,                0.84537,                0.68693,                0.01296,                0.02165,                0.34796,                  0.952,               0.016682,               0.016682,               0.016682
                    397,                0.01318,                0.02066,                0.20303,                0.88633,                0.77726,                0.83115,                0.85004,                0.76908,                0.76944,                0.82746,                0.84454,                0.68106,                0.01292,                0.02175,                 0.3568,                0.94581,               0.016664,               0.016664,               0.016664
                    398,                0.01334,                0.02178,                0.21435,                 0.8859,                0.78659,                0.81754,                0.85296,                0.77339,                0.74949,                0.84267,                0.84516,                0.68121,                0.01291,                0.02175,                0.35878,                0.94507,               0.016646,               0.016646,               0.016646
                    399,                0.01343,                0.02145,                0.20418,                0.88437,                0.78148,                0.82927,                0.85248,                0.77394,                 0.8054,                0.78722,                0.84428,                0.68273,                0.01274,                0.02162,                0.35867,                0.93923,               0.016628,               0.016628,               0.016628
                    400,                0.01334,                0.02092,                0.21683,                0.88261,                 0.7999,                0.83439,                0.85969,                0.78006,                 0.7937,                0.82756,                0.85262,                  0.689,                0.01283,                0.02139,                0.34005,                0.93464,                0.01661,                0.01661,                0.01661
                    401,                0.01346,                0.02135,                  0.217,                0.87798,                0.82076,                0.81604,                0.86102,                0.78265,                0.81609,                0.80983,                0.85589,                0.69157,                0.01299,                0.02131,                0.33374,                0.93576,               0.016591,               0.016591,               0.016591
                    402,                0.01342,                0.01992,                0.20956,                0.87597,                0.82252,                0.80861,                0.85376,                0.77207,                0.82014,                0.80618,                0.85022,                0.68412,                0.01295,                0.02126,                0.34128,                0.93358,               0.016573,               0.016573,               0.016573
                    403,                0.01325,                0.02067,                0.20902,                0.87876,                0.83295,                0.80136,                0.85439,                0.77164,                0.82949,                0.79793,                0.85162,                0.68818,                0.01296,                0.02147,                0.35039,                0.93691,               0.016555,               0.016555,               0.016555
                    404,                0.01322,                0.02109,                0.21041,                0.87976,                 0.8208,                0.82407,                0.85448,                 0.7708,                0.81593,                0.81914,                0.85066,                0.68559,                  0.013,                0.02192,                0.34799,                0.93921,               0.016537,               0.016537,               0.016537
                    405,                0.01318,                0.02035,                0.20665,                0.87624,                0.81106,                 0.8283,                0.85447,                0.77515,                0.80815,                0.82542,                0.84985,                 0.6887,                0.01296,                0.02242,                 0.3486,                0.93986,               0.016519,               0.016519,               0.016519
                    406,                0.01334,                0.02094,                0.20978,                0.88128,                0.78075,                0.83971,                0.84225,                0.76379,                0.77749,                0.83335,                0.83782,                0.67817,                0.01301,                0.02267,                 0.3592,                0.94058,               0.016501,               0.016501,               0.016501
                    407,                0.01342,                0.02127,                0.20756,                0.88042,                0.80969,                 0.8131,                0.83855,                 0.7588,                0.80507,                0.80894,                0.83236,                0.67117,                0.01288,                0.02243,                0.36279,                 0.9386,               0.016482,               0.016482,               0.016482
                    408,                0.01314,                 0.0206,                0.20722,                0.87727,                0.81503,                0.82219,                0.84853,                0.76976,                0.81272,                0.81942,                0.84473,                0.68035,                 0.0129,                0.02208,                0.35449,                0.94109,               0.016464,               0.016464,               0.016464
                    409,                0.01328,                0.02099,                0.20904,                 0.8798,                0.81439,                0.81814,                0.85495,                0.77822,                0.81286,                0.81564,                 0.8509,                0.68859,                 0.0129,                 0.0218,                0.34677,                0.93764,               0.016446,               0.016446,               0.016446
                    410,                0.01319,                0.02121,                0.21478,                0.88074,                0.82474,                0.81959,                0.86742,                0.78628,                 0.8218,                0.81661,                  0.862,                0.69672,                0.01298,                0.02171,                0.33932,                0.93618,               0.016428,               0.016428,               0.016428
                    411,                0.01372,                0.02067,                0.21385,                0.87496,                0.83129,                0.80316,                0.86711,                0.78542,                0.82809,                0.79973,                 0.8614,                0.69473,                0.01301,                0.02175,                0.34404,                0.93832,                0.01641,                0.01641,                0.01641
                    412,                0.01309,                0.02129,                0.20688,                0.87542,                0.80809,                0.82132,                0.86564,                0.78223,                0.80605,                0.81381,                0.85982,                0.69642,                0.01308,                  0.022,                0.34905,                0.94117,               0.016392,               0.016392,               0.016392
                    413,                 0.0134,                0.02082,                0.21695,                0.88139,                0.82517,                0.81315,                0.86097,                0.77902,                0.82276,                0.81077,                0.85461,                0.68957,                0.01308,                0.02176,                0.34712,                0.94085,               0.016374,               0.016374,               0.016374
                    414,                0.01304,                0.02033,                0.20753,                0.88214,                0.80944,                0.83316,                0.86385,                0.77939,                0.80476,                0.82686,                0.85823,                0.69196,                0.01315,                0.02179,                0.34326,                0.94787,               0.016355,               0.016355,               0.016355
                    415,                0.01335,                0.02045,                0.21112,                0.87455,                0.81945,                0.80504,                0.85949,                 0.7775,                0.81543,                0.80032,                0.85337,                0.69046,                0.01312,                0.02199,                0.34374,                0.95088,               0.016337,               0.016337,               0.016337
                    416,                0.01315,                0.02084,                0.21061,                0.87894,                0.80125,                0.81235,                0.85708,                0.77403,                0.80306,                0.80333,                0.85175,                0.68737,                 0.0131,                0.02211,                0.34714,                0.94816,               0.016319,               0.016319,               0.016319
                    417,                0.01329,                0.02046,                0.20962,                 0.8792,                 0.8084,                0.80041,                0.85739,                0.77434,                0.80219,                0.79114,                0.85051,                0.68403,                0.01309,                0.02196,                0.35844,                0.94776,               0.016301,               0.016301,               0.016301
                    418,                0.01296,                0.02074,                0.20194,                0.87903,                0.79101,                0.82438,                0.85623,                0.77538,                0.78464,                0.81793,                0.85055,                0.68704,                0.01308,                0.02203,                0.35736,                0.94309,               0.016283,               0.016283,               0.016283
                    419,                0.01351,                0.02156,                0.21285,                0.88163,                0.77136,                0.83802,                0.85348,                0.77551,                0.76059,                0.82983,                0.84572,                0.68661,                0.01303,                0.02216,                0.35994,                 0.9449,               0.016265,               0.016265,               0.016265
                    420,                0.01321,                 0.0208,                0.20267,                0.87661,                0.82111,                0.78281,                0.85246,                0.77335,                 0.8179,                0.76697,                0.84285,                0.68797,                0.01308,                0.02231,                 0.3604,                0.94909,               0.016246,               0.016246,               0.016246
                    421,                0.01309,                0.02075,                0.20256,                0.87424,                0.82062,                0.79448,                0.85474,                0.77611,                0.82541,                0.77735,                0.84498,                0.69065,                0.01308,                0.02273,                0.35366,                0.94883,               0.016228,               0.016228,               0.016228
                    422,                 0.0132,                0.02051,                0.20812,                 0.8734,                0.80606,                0.81082,                0.84728,                0.76911,                0.79854,                0.80298,                0.83875,                0.68424,                0.01311,                0.02231,                0.36016,                0.94713,                0.01621,                0.01621,                0.01621
                    423,                 0.0133,                0.02057,                  0.204,                0.87827,                  0.829,                0.78469,                0.84234,                0.76542,                0.82505,                0.77217,                0.83488,                0.68148,                0.01314,                0.02229,                0.35986,                0.94782,               0.016192,               0.016192,               0.016192
                    424,                 0.0132,                0.02108,                0.20639,                0.88338,                0.82684,                0.78507,                0.84687,                0.76899,                0.82071,                0.77926,                0.83902,                0.68281,                0.01315,                 0.0225,                0.35708,                0.94835,               0.016174,               0.016174,               0.016174
                    425,                0.01329,                0.02101,                0.20299,                 0.8779,                0.82168,                0.79513,                0.85183,                 0.7735,                0.81575,                0.78937,                0.84688,                0.69007,                0.01312,                0.02251,                0.35588,                0.94843,               0.016156,               0.016156,               0.016156
                    426,                0.01352,                0.02139,                0.21162,                0.88518,                0.81089,                0.80464,                0.85246,                0.77394,                0.80425,                0.79689,                0.84489,                0.68638,                0.01318,                0.02235,                0.35665,                0.94611,               0.016138,               0.016138,               0.016138
                    427,                0.01286,                0.02101,                0.20504,                0.87863,                0.81649,                0.80246,                0.85102,                0.77389,                0.80803,                0.79384,                0.84388,                0.68734,                 0.0132,                 0.0222,                0.35962,                 0.9475,               0.016119,               0.016119,               0.016119
                    428,                 0.0135,                0.02121,                0.20872,                0.87903,                0.78744,                 0.8268,                0.85239,                0.77696,                0.77929,                0.81851,                0.84529,                0.69049,                0.01318,                0.02243,                0.36101,                0.94774,               0.016101,               0.016101,               0.016101
                    429,                 0.0132,                0.02082,                0.20678,                0.87838,                0.79253,                0.81988,                0.85232,                0.77366,                0.79633,                0.80751,                0.84642,                0.68777,                0.01322,                0.02268,                0.36101,                0.94887,               0.016083,               0.016083,               0.016083
                    430,                0.01308,                0.02062,                0.20373,                0.87573,                0.80884,                0.81615,                0.85209,                0.77506,                0.81049,                0.80733,                 0.8476,                0.68542,                0.01322,                0.02282,                0.36054,                0.94943,               0.016065,               0.016065,               0.016065
                    431,                0.01318,                0.02091,                0.20894,                0.88181,                0.82623,                0.79959,                0.85217,                0.77358,                0.82082,                0.79433,                0.84749,                0.68575,                0.01326,                0.02251,                0.35725,                0.94973,               0.016047,               0.016047,               0.016047
                    432,                0.01302,                0.02128,                0.20412,                 0.8791,                0.78861,                0.82421,                0.84919,                0.77171,                0.81626,                 0.7874,                0.84374,                0.68533,                0.01316,                0.02234,                0.35986,                0.94863,               0.016029,               0.016029,               0.016029
                    433,                0.01347,                0.02131,                0.21143,                0.88473,                0.79803,                0.82592,                0.84095,                0.76474,                0.79202,                0.81965,                0.83497,                0.67673,                0.01321,                0.02207,                0.35885,                0.95178,               0.016011,               0.016011,               0.016011
                    434,                0.01294,                0.02135,                0.20432,                0.88164,                0.82024,                 0.8014,                0.84148,                0.76507,                0.80304,                0.80056,                0.83624,                0.67747,                0.01315,                0.02218,                0.36109,                0.95103,               0.015992,               0.015992,               0.015992
                    435,                0.01312,                0.02061,                0.20804,                0.88363,                0.81523,                0.80064,                0.84312,                0.76683,                 0.8113,                0.79676,                 0.8388,                0.67739,                0.01315,                0.02224,                0.36125,                0.95153,               0.015974,               0.015974,               0.015974
                    436,                0.01291,                0.02025,                0.20182,                0.87617,                0.80327,                0.81592,                0.84574,                0.76666,                0.79892,                0.81153,                0.83901,                0.67764,                0.01312,                0.02257,                0.36501,                0.95307,               0.015956,               0.015956,               0.015956
                    437,                0.01318,                 0.0197,                0.20481,                0.87446,                0.81454,                0.80769,                0.84555,                0.76544,                0.80949,                0.80182,                0.83784,                0.67523,                0.01313,                0.02265,                0.35978,                0.95342,               0.015938,               0.015938,               0.015938
                    438,                0.01326,                0.02143,                0.20898,                0.88814,                0.80714,                0.81424,                0.84789,                0.76795,                0.80233,                0.80935,                0.84227,                0.67683,                0.01317,                0.02262,                0.36315,                0.95354,                0.01592,                0.01592,                0.01592
                    439,                0.01307,                0.02087,                0.19922,                0.87571,                0.81865,                 0.8076,                0.84632,                0.76753,                0.81318,                0.80236,                0.84029,                0.67842,                0.01313,                0.02256,                 0.3658,                0.95259,               0.015902,               0.015902,               0.015902
                    440,                0.01293,                0.02053,                0.20024,                0.88122,                0.82026,                0.79772,                0.85117,                0.77322,                0.81482,                0.79246,                0.84477,                0.68513,                0.01305,                0.02292,                0.36403,                0.95313,               0.015883,               0.015883,               0.015883
                    441,                0.01309,                0.02083,                0.20363,                0.87645,                0.80998,                0.80904,                0.84952,                0.77073,                0.80476,                0.80378,                 0.8428,                0.68192,                0.01309,                0.02284,                0.36047,                0.95223,               0.015865,               0.015865,               0.015865
                    442,                0.01303,                0.02054,                0.20643,                 0.8817,                0.82617,                0.78462,                0.84251,                0.76525,                0.82105,                0.77955,                0.83757,                0.67825,                0.01301,                0.02252,                0.36287,                0.94947,               0.015847,               0.015847,               0.015847
                    443,                0.01302,                0.02038,                0.20479,                0.87623,                0.80224,                0.81245,                0.84288,                 0.7656,                0.79588,                0.80527,                0.83529,                0.68105,                0.01298,                0.02232,                0.36253,                0.94567,               0.015829,               0.015829,               0.015829
                    444,                0.01321,                0.02057,                0.20547,                0.87833,                0.81785,                0.79381,                0.84669,                0.77002,                0.81395,                0.79055,                0.84147,                0.68535,                 0.0129,                 0.0223,                0.35905,                 0.9414,               0.015811,               0.015811,               0.015811
                    445,                  0.013,                0.02006,                 0.2034,                0.87592,                 0.8327,                0.78174,                0.85086,                0.77471,                0.83153,                0.76557,                0.84277,                0.68616,                0.01294,                0.02201,                 0.3551,                 0.9433,               0.015793,               0.015793,               0.015793
                    446,                0.01318,                0.02103,                 0.2096,                0.87521,                  0.844,                0.77401,                0.84985,                 0.7704,                0.83991,                 0.7696,                 0.8425,                0.68462,                0.01284,                0.02199,                0.35246,                0.94293,               0.015775,               0.015775,               0.015775
                    447,                0.01313,                0.02117,                0.20774,                0.87828,                0.81449,                0.80288,                0.85023,                0.77066,                0.84061,                0.76572,                0.84511,                0.68574,                0.01287,                0.02185,                0.34963,                0.94151,               0.015756,               0.015756,               0.015756
                    448,                0.01279,                 0.0204,                0.20153,                0.87943,                0.80383,                0.80532,                0.84927,                0.77027,                0.82746,                0.77485,                0.84465,                0.68332,                0.01284,                0.02157,                0.35459,                0.94068,               0.015738,               0.015738,               0.015738
                    449,                0.01314,                0.02105,                0.20743,                0.87874,                0.84459,                0.77404,                0.85266,                 0.7734,                0.84177,                0.77166,                0.85069,                0.68884,                0.01289,                0.02151,                0.35375,                0.94198,                0.01572,                0.01572,                0.01572
                    450,                0.01336,                0.02067,                0.20354,                0.87837,                0.82409,                0.78698,                0.85681,                 0.7775,                0.82017,                0.78448,                0.85425,                0.69224,                0.01295,                0.02165,                0.35554,                0.94225,               0.015702,               0.015702,               0.015702
                    451,                 0.0134,                0.02117,                0.21636,                0.88264,                0.80479,                  0.824,                0.86147,                0.78193,                0.79529,                0.81975,                0.85501,                0.69488,                0.01297,                0.02188,                 0.3505,                0.94316,               0.015684,               0.015684,               0.015684
                    452,                0.01329,                0.02102,                 0.2097,                0.87811,                0.82907,                0.79423,                0.86167,                0.77969,                0.82328,                0.78815,                0.85607,                0.69315,                 0.0131,                 0.0221,                0.34146,                0.95019,               0.015666,               0.015666,               0.015666
                    453,                0.01306,                0.02054,                0.20626,                0.87662,                0.80758,                0.82366,                0.86239,                0.77971,                0.79624,                0.82223,                0.85764,                0.69139,                0.01308,                0.02205,                0.34267,                 0.9502,               0.015647,               0.015647,               0.015647
                    454,                 0.0134,                0.02091,                0.21023,                0.87965,                 0.8342,                0.80753,                0.86022,                0.77727,                0.82803,                 0.7971,                0.85298,                0.68892,                0.01308,                0.02233,                 0.3466,                0.94926,               0.015629,               0.015629,               0.015629
                    455,                0.01281,                0.01994,                0.20609,                0.87483,                0.83874,                0.80606,                0.85769,                0.77661,                0.83288,                0.80025,                0.85282,                0.68945,                0.01307,                0.02238,                0.34728,                0.94579,               0.015611,               0.015611,               0.015611
                    456,                0.01301,                0.02105,                0.20651,                0.87687,                0.83061,                0.81073,                0.85723,                0.77283,                0.82638,                0.80543,                0.85248,                0.68798,                0.01309,                0.02238,                0.35163,                0.94749,               0.015593,               0.015593,               0.015593
                    457,                0.01321,                0.02085,                0.20814,                0.87494,                0.84871,                0.79934,                0.86138,                0.77697,                0.84265,                0.79358,                0.85521,                0.69048,                0.01312,                 0.0223,                0.34704,                0.94944,               0.015575,               0.015575,               0.015575
                    458,                0.01295,                0.02082,                0.20586,                0.87654,                0.83534,                0.80388,                0.86191,                0.78088,                0.84876,                 0.7797,                 0.8544,                0.69327,                0.01308,                0.02171,                0.34653,                0.94753,               0.015557,               0.015557,               0.015557
                    459,                0.01307,                0.02084,                0.20978,                0.88384,                0.84055,                0.79021,                0.85838,                0.77815,                0.83646,                0.78632,                0.85313,                 0.6914,                0.01313,                0.02182,                  0.349,                0.95031,               0.015539,               0.015539,               0.015539
                    460,                0.01294,                0.02099,                0.20484,                0.88207,                 0.7897,                0.83597,                0.85729,                0.77855,                0.82556,                0.79109,                0.85302,                0.69091,                0.01304,                0.02198,                0.34805,                0.94701,                0.01552,                0.01552,                0.01552
                    461,                0.01294,                0.02024,                0.20161,                 0.8792,                0.78118,                0.84606,                0.86008,                0.78237,                0.77586,                0.84636,                0.85635,                0.69496,                0.01295,                0.02194,                0.35428,                0.94433,               0.015502,               0.015502,               0.015502
                    462,                0.01281,                0.02039,                0.19564,                0.87906,                0.81308,                0.80722,                0.85777,                0.78005,                0.80438,                0.81038,                0.85395,                0.69364,                 0.0129,                0.02198,                0.35411,                0.94432,               0.015484,               0.015484,               0.015484
                    463,                0.01291,                  0.021,                0.20034,                0.88038,                0.80455,                0.81658,                0.85759,                0.77716,                0.79923,                0.81119,                0.85291,                0.69001,                0.01298,                0.02219,                0.35531,                0.94293,               0.015466,               0.015466,               0.015466
                    464,                0.01307,                0.02037,                0.19689,                0.87489,                  0.836,                0.78503,                0.85887,                0.78123,                0.83106,                0.78041,                0.85426,                0.69427,                0.01303,                0.02246,                0.35465,                0.94273,               0.015448,               0.015448,               0.015448
                    465,                0.01347,                0.02189,                0.21213,                0.87982,                0.79678,                0.82514,                0.86204,                0.78291,                0.82026,                0.79123,                0.85728,                0.69711,                0.01303,                0.02221,                0.35189,                0.94029,                0.01543,                0.01543,                0.01543
                    466,                0.01301,                0.02015,                0.19812,                0.87142,                0.79505,                0.82418,                 0.8621,                0.78268,                0.79249,                0.81912,                0.85598,                0.69565,                0.01312,                 0.0223,                0.35216,                0.94139,               0.015411,               0.015411,               0.015411
                    467,                0.01322,                0.02181,                0.20108,                0.87267,                0.80586,                0.81479,                0.86234,                0.78291,                0.80201,                0.81091,                0.85695,                0.69551,                 0.0131,                0.02212,                0.34831,                0.94036,               0.015393,               0.015393,               0.015393
                    468,                0.01336,                 0.0208,                0.20395,                0.87426,                0.78326,                0.84679,                0.86525,                0.78604,                0.79161,                0.82167,                0.85917,                0.69621,                0.01301,                0.02206,                0.34403,                0.93764,               0.015375,               0.015375,               0.015375
                    469,                0.01295,                0.02009,                0.20857,                 0.8704,                0.81427,                0.82659,                0.86445,                0.78597,                0.80492,                0.82033,                0.85932,                0.69628,                0.01289,                0.02185,                0.34206,                0.93338,               0.015357,               0.015357,               0.015357
                    470,                0.01316,                0.02003,                0.20845,                0.87304,                 0.7943,                0.84779,                0.86437,                 0.7868,                0.78883,                0.84203,                0.85814,                0.69717,                0.01291,                0.02213,                0.34284,                0.93346,               0.015339,               0.015339,               0.015339
                    471,                0.01294,                0.02062,                0.19947,                0.87256,                0.82993,                0.80933,                 0.8622,                0.78695,                0.82547,                0.80033,                0.85643,                 0.6967,                0.01293,                0.02198,                0.34623,                0.93527,               0.015321,               0.015321,               0.015321
                    472,                0.01317,                0.02132,                0.20912,                0.87682,                0.82534,                0.81774,                0.86181,                 0.7851,                0.81981,                0.81235,                0.85711,                  0.695,                0.01295,                0.02202,                 0.3514,                 0.9371,               0.015303,               0.015303,               0.015303
                    473,                0.01326,                0.02137,                0.20725,                0.87682,                 0.8175,                0.81927,                0.86243,                0.78431,                0.81199,                0.81401,                0.85622,                0.69427,                0.01294,                  0.022,                0.35787,                0.93757,               0.015284,               0.015284,               0.015284
                    474,                0.01312,                0.02085,                0.20167,                0.87526,                0.82124,                 0.8184,                0.86424,                0.78593,                0.81628,                0.81289,                0.85937,                0.69757,                0.01298,                0.02198,                0.35848,                0.93877,               0.015266,               0.015266,               0.015266
                    475,                 0.0131,                0.02034,                0.19787,                 0.8795,                0.82278,                0.81934,                0.86606,                0.78623,                0.81736,                  0.812,                0.85942,                0.69791,                0.01303,                 0.0218,                 0.3535,                0.94019,               0.015248,               0.015248,               0.015248
                    476,                0.01272,                0.02001,                0.19923,                0.86495,                0.81284,                0.82637,                0.86297,                 0.7836,                0.80663,                0.82011,                0.85831,                0.69675,                0.01295,                0.02151,                0.35127,                0.93649,                0.01523,                0.01523,                0.01523
                    477,                  0.013,                0.01985,                0.19729,                0.87124,                 0.8464,                0.80254,                0.86426,                  0.787,                0.84164,                0.79603,                0.85767,                0.69771,                0.01293,                0.02141,                0.34614,                0.93615,               0.015212,               0.015212,               0.015212
                    478,                0.01301,                0.02049,                0.19972,                0.87264,                0.84397,                0.80711,                0.86448,                0.78643,                0.84048,                0.80311,                0.85919,                0.69851,                0.01295,                0.02143,                0.34952,                0.93778,               0.015194,               0.015194,               0.015194
                    479,                0.01294,                0.02074,                0.20263,                0.87919,                0.83234,                0.80901,                0.86576,                0.78794,                0.82733,                0.80412,                0.86054,                0.69637,                0.01295,                0.02144,                0.34782,                0.93979,               0.015175,               0.015175,               0.015175
                    480,                0.01307,                0.02114,                0.20986,                0.87542,                0.83644,                0.80312,                0.86579,                 0.7863,                0.84358,                0.78966,                0.86015,                0.69763,                 0.0129,                0.02126,                0.34741,                0.93998,               0.015157,               0.015157,               0.015157
                    481,                 0.0127,                0.01971,                0.19602,                0.87696,                0.84616,                0.79376,                0.86505,                0.78567,                0.84638,                 0.7852,                0.86056,                0.69703,                0.01283,                0.02131,                0.34842,                0.93883,               0.015139,               0.015139,               0.015139
                    482,                0.01288,                 0.0199,                0.19997,                0.87787,                0.84629,                0.79828,                0.86419,                0.78568,                0.84222,                 0.7944,                0.85944,                0.69857,                0.01278,                0.02122,                0.34865,                0.93742,               0.015121,               0.015121,               0.015121
                    483,                0.01286,                0.02019,                0.19502,                0.87526,                0.84585,                0.79677,                0.86196,                0.78374,                0.84231,                0.79338,                0.85653,                0.69581,                 0.0128,                0.02114,                0.35021,                0.93477,               0.015103,               0.015103,               0.015103
                    484,                0.01289,                 0.0207,                0.20451,                0.87467,                0.83213,                0.81794,                0.86497,                0.78734,                0.82939,                0.81506,                 0.8599,                 0.6994,                0.01285,                0.02107,                0.34345,                0.93447,               0.015085,               0.015085,               0.015085
                    485,                0.01301,                0.02097,                0.20479,                0.87541,                0.83545,                0.81162,                0.86888,                0.79218,                0.83248,                0.80862,                0.86389,                0.70417,                0.01279,                0.02136,                0.34102,                0.93496,               0.015067,               0.015067,               0.015067
                    486,                0.01286,                0.02038,                0.19792,                0.87753,                0.84371,                0.81545,                0.87028,                0.79392,                0.83875,                0.81064,                0.86509,                0.70347,                0.01277,                0.02135,                 0.3396,                0.93647,               0.015048,               0.015048,               0.015048
